Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ParentId,ClosedDate,OwnerDisplayName
4099,2,,2017-09-24T17:32:56.913,1,,9608,,,2017-09-24T17:32:56.913,,,,0,,4098,,
4100,1,,2017-09-24T19:07:53.807,3,1413,9812,1671,2017-09-25T17:58:21.117,2017-09-25T17:58:21.117,Blocks world Game: A* heuristic solution approach,"ai-design,algorithm,heuristics,combinatorics",1,1,,,,
4101,1,4103,2017-09-25T00:48:55.157,1,77,9815,2444,2019-06-14T13:32:12.493,2019-06-14T13:33:37.027,Are there any visual elements commonly associated with AI?,"ai-design,ai-community",1,0,,,,
4103,2,,2017-09-25T14:25:14.893,2,,2329,2444,2019-06-14T13:33:37.027,2019-06-14T13:33:37.027,,,,1,,4101,,
4104,5,,2017-09-25T17:41:22.300,0,,1671,1671,2017-09-25T17:41:22.300,2017-09-25T17:41:22.300,,,,0,,,,
4105,4,,2017-09-25T17:41:22.300,0,,1671,1671,2017-09-25T17:41:22.300,2017-09-25T17:41:22.300,,,,0,,,,
4106,5,,2017-09-25T17:43:54.393,0,,1671,1671,2017-09-25T17:43:54.393,2017-09-25T17:43:54.393,,,,0,,,,
4107,4,,2017-09-25T17:43:54.393,0,,1671,1671,2017-09-25T17:43:54.393,2017-09-25T17:43:54.393,,,,0,,,,
4108,5,,2017-09-25T17:50:10.807,0,,1671,1671,2017-09-25T17:50:10.807,2017-09-25T17:50:10.807,,,,0,,,,
4109,4,,2017-09-25T17:50:10.807,0,,1671,1671,2017-09-25T17:50:10.807,2017-09-25T17:50:10.807,,,,0,,,,
4110,2,,2017-09-25T17:53:20.840,2,,9794,,,2017-09-25T17:53:20.840,,,,0,,4100,,
4111,1,4115,2017-09-25T20:21:10.377,4,569,7266,2444,2019-06-19T18:14:23.783,2019-06-19T18:14:23.783,Does the quality of training images affect the accuracy of the neural network?,"neural-networks,machine-learning,datasets,performance",2,0,,,,
4112,1,4123,2017-09-25T21:06:57.483,0,110,9161,2444,2019-07-09T22:33:27.433,2019-07-09T22:37:45.887,Is Russia contributing to open research concerning friendly AI?,"research,strong-ai,friendly-ai",1,0,,,,
4113,1,,2017-09-25T21:45:57.080,2,204,7800,,,2018-01-04T07:40:36.313,How generate variation in datasets,deep-learning,1,2,1,,,
4114,1,,2017-09-26T01:06:10.330,6,143,9836,5210,2018-07-15T16:10:19.960,2018-07-15T16:10:19.960,Are there any projects that can measure the concept similarity between texts?,"neural-networks,natural-language-processing",1,4,1,,,
4115,2,,2017-09-26T05:13:28.930,2,,9161,,,2017-09-26T05:13:28.930,,,,0,,4111,,
4116,2,,2017-09-26T05:18:28.487,1,,9374,9374,2017-09-26T08:14:16.003,2017-09-26T08:14:16.003,,,,0,,4111,,
4117,1,,2017-09-26T08:38:02.313,3,1053,8508,1581,2017-09-26T19:25:38.170,2017-11-06T23:25:27.437,How to detect the empty parking spots?,"neural-networks,convolutional-neural-networks,image-recognition,object-recognition",1,0,,,,
4118,1,,2017-09-26T13:52:29.300,2,104,4352,9647,2017-12-21T19:05:52.953,2018-01-20T19:39:13.280,Object detection doubt,"computer-vision,object-recognition",1,0,1,,,
4120,2,,2017-09-26T20:29:52.603,6,,5210,5210,2017-09-27T04:48:39.333,2017-09-27T04:48:39.333,,,,1,,4114,,
4121,1,4122,2017-09-26T20:56:46.890,5,154,9847,9847,2017-09-27T21:42:48.457,2017-09-28T18:55:31.573,Does any Math/Algos actually mimic human intelligence?,"neural-networks,definitions,terminology",3,5,1,,,
4122,2,,2017-09-26T23:25:04.713,3,,9608,,,2017-09-26T23:25:04.713,,,,3,,4121,,
4123,2,,2017-09-27T03:07:31.140,2,,9506,2444,2019-07-09T22:37:45.887,2019-07-09T22:37:45.887,,,,0,,4112,,
4124,2,,2017-09-27T05:43:55.527,3,,9852,,,2017-09-27T05:43:55.527,,,,1,,2672,,
4125,1,,2017-09-27T08:24:12.480,3,362,9854,,,2019-07-26T02:19:47.350,Is there any free dataset of source code along with natural language description?,"neural-networks,machine-learning,deep-learning,datasets",1,0,,,,
4126,1,4132,2017-09-27T09:49:33.510,1,400,9856,1671,2018-05-10T20:42:35.277,2018-05-10T20:42:35.277,"OpenAI Gym: How is ""experience"" stored?",open-ai,1,7,,,,
4127,1,,2017-09-27T11:00:07.953,2,176,9859,,,2017-09-27T11:00:07.953,Can anybody explain such behavior of accuracy and loss of my Net(caffe)?,"neural-networks,machine-learning,convolutional-neural-networks,image-recognition",0,0,,,,
4128,1,4129,2017-09-27T13:14:05.297,0,422,9863,9863,2017-09-28T05:11:23.433,2017-09-29T04:20:03.820,Can anyone explain why we are taking negative sign in entropy calculation (ID3 Decission tree algorithm)?,machine-learning,1,0,,,,
4129,2,,2017-09-27T13:32:13.553,2,,9794,9794,2017-09-29T04:20:03.820,2017-09-29T04:20:03.820,,,,0,,4128,,
4130,1,4157,2017-09-27T18:58:45.827,3,123,9609,,,2017-10-03T06:36:55.603,A good way to understand the mathematical details of variational autoencoders through implementation?,neural-networks,1,0,,,,
4131,1,,2017-09-27T20:18:39.897,4,416,9423,9423,2017-09-28T00:21:12.350,2018-02-27T20:08:09.443,"In a neural network given partial inputs and complete outputs, is it possible to predict remainig inputs",neural-networks,2,2,1,,,
4132,2,,2017-09-27T20:37:32.760,3,,9608,9608,2017-09-30T20:51:26.233,2017-09-30T20:51:26.233,,,,4,,4126,,
4135,1,,2017-09-28T09:40:10.880,2,40,9319,,,2017-09-28T09:40:10.880,Loss of precision when encoding DNN weights,"neural-networks,deep-learning,self-driving,challenges",0,2,,,,
4136,1,,2017-09-28T12:11:12.820,6,1374,9319,,,2017-09-30T19:10:46.590,Is overfitting always a bad thing?,"neural-networks,control-problem,overfitting",3,0,1,,,
4137,2,,2017-09-28T13:32:37.457,1,,9161,,,2017-09-28T13:32:37.457,,,,2,,4121,,
4138,2,,2017-09-28T16:36:59.073,0,,9608,,,2017-09-28T16:36:59.073,,,,0,,4131,,
4139,1,4146,2017-09-28T17:11:21.753,3,1015,9887,,,2018-02-18T02:19:20.447,What type of neural network would be most feasible for playing a realtime game?,"neural-networks,ai-design,game-ai,hidden-layers,real-time",2,0,1,,,
4140,1,,2017-09-28T17:19:47.250,4,227,9886,2444,2019-04-02T14:34:09.910,2019-04-02T14:34:09.910,Inconsistency in TD-Leaf algorithm in KnightCap chess engine,"machine-learning,reinforcement-learning,game-ai",2,0,1,,,
4141,2,,2017-09-28T18:55:31.573,1,,33,,,2017-09-28T18:55:31.573,,,,1,,4121,,
4142,1,7357,2017-09-28T19:55:13.527,3,347,,,2017-09-28T21:41:54.470,2018-10-15T23:55:21.237,Machine learning algorithm for xml manipulation,"machine-learning,algorithm,learning-algorithms",1,0,,,,user9890
4143,2,,2017-09-28T20:12:55.737,2,,9891,,,2017-09-28T20:12:55.737,,,,0,,4136,,
4146,2,,2017-09-29T09:41:59.020,2,,9904,,,2017-09-29T09:41:59.020,,,,2,,4139,,
4147,1,,2017-09-29T14:35:49.217,2,161,9911,,,2017-09-29T14:35:49.217,Is iLQG a good algorithm for model-based planning with simple environments?,"neural-networks,reinforcement-learning,models",0,0,,,,
4148,1,,2017-09-29T15:38:22.220,2,190,9914,,,2018-11-07T03:37:28.790,How would AI prioritize situational ethics?,"ai-design,algorithm,image-recognition,philosophy",3,2,3,,,
4150,1,,2017-09-29T20:19:57.870,2,36,9918,9918,2017-09-30T10:25:46.863,2017-09-30T14:30:38.737,What techniques would allow a model to be trained to produce subjectively pleasant 'artistic' output?,machine-learning,1,0,1,,,
4151,1,,2017-09-30T05:06:09.487,1,22,9926,,,2017-09-30T05:06:09.487,Can one use a trained recurrent neural network to find the most probable sequence of a set?,recurrent-neural-networks,0,0,,,,
4152,2,,2017-09-30T12:32:50.700,0,,6014,,,2017-09-30T12:32:50.700,,,,7,,4140,,
4153,2,,2017-09-30T14:30:38.737,2,,107,,,2017-09-30T14:30:38.737,,,,0,,4150,,
4154,2,,2017-09-30T17:32:08.057,1,,9647,,,2017-09-30T17:32:08.057,,,,0,,4136,,
4155,2,,2017-09-30T18:16:34.443,1,,9647,,,2017-09-30T18:16:34.443,,,,0,,4131,,
4156,2,,2017-09-30T19:10:46.590,2,,7550,,,2017-09-30T19:10:46.590,,,,0,,4136,,
4157,2,,2017-09-30T19:48:23.277,0,,9647,9647,2017-10-03T06:36:55.603,2017-10-03T06:36:55.603,,,,0,,4130,,
4158,2,,2017-10-01T05:57:29.503,0,,9938,,,2017-10-01T05:57:29.503,,,,0,,4037,,
4159,2,,2017-10-01T06:57:10.333,2,,9094,,,2017-10-01T06:57:10.333,,,,6,,4054,,
4161,1,4264,2017-10-01T11:14:23.837,2,254,9161,,,2019-08-27T07:55:19.170,Is private research with low funds still feasible in the field of AI?,research,4,6,1,,,
4162,1,4175,2017-10-01T12:17:42.547,2,142,9947,,,2017-10-03T02:35:47.710,Hardware Implementation of ANN,"neural-networks,hardware",3,7,,,,
4163,2,,2017-10-01T12:47:48.650,1,,9948,,,2017-10-01T12:47:48.650,,,,0,,4162,,
4164,2,,2017-10-01T16:05:03.937,1,,9647,,2018-11-26T18:25:54.667,2018-11-26T18:25:54.667,,,,0,,3190,,
4165,1,7338,2017-10-01T20:18:43.517,5,466,9803,9803,2017-10-04T06:02:22.887,2018-07-30T01:24:15.010,What makes learned feature detectors specialize in CNN?,"convolutional-neural-networks,unsupervised-learning,backpropagation",1,2,1,,,
4166,2,,2017-10-01T20:40:01.777,2,,9803,,,2017-10-01T20:40:01.777,,,,1,,4162,,
4167,1,4168,2017-10-02T02:14:48.800,1,507,9952,1671,2018-01-28T23:03:24.547,2018-01-28T23:03:24.547,Reinforcement learning for robotic motion planning - Problem statement ideas,"deep-learning,reinforcement-learning,robotics,matlab",1,2,,,,
4168,2,,2017-10-02T04:13:06.023,1,,4398,,,2017-10-02T04:13:06.023,,,,0,,4167,,
4170,1,,2017-10-02T16:51:04.940,6,392,9962,4302,2018-10-08T12:50:30.953,2018-10-08T12:50:30.953,How to determine if an Amazon review is likely to be fake using text classification,"machine-learning,natural-language-processing,algorithm,classification",2,1,1,,,
4171,2,,2017-10-02T18:47:23.013,1,,2329,,,2017-10-02T18:47:23.013,,,,0,,4148,,
4172,2,,2017-10-02T19:47:09.430,1,,9608,,,2017-10-02T19:47:09.430,,,,4,,4148,,
4173,2,,2017-10-02T22:30:25.970,1,,9647,,,2017-10-02T22:30:25.970,,,,0,,4118,,
4174,2,,2017-10-03T00:53:09.040,4,,4631,4631,2017-10-03T00:58:21.513,2017-10-03T00:58:21.513,,,,0,,4170,,
4175,2,,2017-10-03T02:35:47.710,1,,9965,,,2017-10-03T02:35:47.710,,,,0,,4162,,
4176,1,4230,2017-10-03T09:42:23.333,5,12523,9647,,,2017-10-08T22:48:07.803,Are there real applications of fuzzy logic?,"ai-design,applications,problem-solving,fuzzy-logic",3,0,6,,,
4177,2,,2017-10-03T13:48:55.543,3,,4398,,,2017-10-03T13:48:55.543,,,,0,,4161,,
4178,2,,2017-10-03T15:48:13.277,4,,2329,,,2017-10-03T15:48:13.277,,,,2,,4176,,
4179,1,,2017-10-03T16:03:04.327,2,44,9972,,,2017-10-03T16:03:04.327,Recommendations on which architecture to use to guess appointment,"neural-networks,convolutional-neural-networks,training,recurrent-neural-networks,backpropagation",0,0,1,,,
4180,2,,2017-10-03T23:45:34.660,2,,4631,,,2017-10-03T23:45:34.660,,,,0,,4161,,
4181,2,,2017-10-04T01:33:56.723,2,,1671,1671,2017-10-12T17:39:50.810,2017-10-12T17:39:50.810,,,,0,,4161,,
4183,1,,2017-10-04T09:02:05.147,2,458,9990,,,2017-10-05T02:42:46.113,Solving Crossword Puzzles,"neural-networks,machine-learning,ai-design,training,ai-community",1,2,,,,
4185,2,,2017-10-04T13:04:52.790,12,,9647,,2018-11-22T06:59:06.650,2018-11-22T06:59:06.650,,,,0,,3065,,
4186,1,5192,2017-10-04T17:01:41.900,2,741,10001,9647,2017-10-05T16:40:51.353,2018-03-01T08:13:34.520,An AI system that learns the grammar of a CFG (Context-free grammar),"ai-design,language-processing,cfg",1,2,,,,
4187,1,,2017-10-04T20:18:57.780,4,168,10004,1671,2017-10-05T20:26:27.880,2017-10-08T05:28:40.927,Intelligence over simple data,"reasoning,pattern-recognition",3,3,0,,,
4188,5,,2017-10-04T21:16:01.357,0,,1671,1671,2017-10-04T21:16:01.357,2017-10-04T21:16:01.357,,,,0,,,,
4189,4,,2017-10-04T21:16:01.357,0,,1671,1671,2017-10-04T21:16:01.357,2017-10-04T21:16:01.357,,,,0,,,,
4190,1,,2017-10-04T22:41:25.223,1,30,2364,,,2017-10-04T22:41:25.223,Automated rule set deduction,logic,0,1,,,,
4191,2,,2017-10-04T22:52:53.393,13,,9647,,,2017-10-04T22:52:53.393,,,,1,,3938,,
4192,2,,2017-10-04T23:22:38.920,1,,9685,,,2017-10-04T23:22:38.920,,,,3,,4187,,
4193,2,,2017-10-05T02:42:46.113,1,,8827,,,2017-10-05T02:42:46.113,,,,0,,4183,,
4194,1,,2017-10-05T04:21:32.313,1,47,6212,,,2017-10-05T04:21:32.313,"Can Image Recognition used to find height of a person whole, torso, legs etc","convolutional-neural-networks,image-recognition",0,3,,,,
4195,2,,2017-10-05T05:11:38.257,1,,9094,9094,2017-10-08T05:28:40.927,2017-10-08T05:28:40.927,,,,15,,4187,,
4196,1,,2017-10-05T05:42:13.597,2,34,9803,,,2017-10-05T05:42:13.597,Detecting symmetry in small images with RNN,"classification,computer-vision,recurrent-neural-networks",0,0,1,,,
4197,2,,2017-10-05T08:44:19.333,2,,9647,,,2017-10-05T08:44:19.333,,,,0,,4125,,
4198,2,,2017-10-05T11:24:46.520,-1,,10018,,,2017-10-05T11:24:46.520,,,,1,,3152,,
4199,1,,2017-10-05T13:21:49.430,3,5092,10019,,,2018-03-22T10:48:23.480,"max pooling size=2,stride=1 outputs same size",tensorflow,2,0,,,,
4200,1,,2017-10-05T14:20:04.007,2,269,10020,1671,2018-01-28T23:02:55.883,2018-01-28T23:02:55.883,confusion matrix is useful to be applied to the result of fuzzy c means clustering or not,"classification,matlab",1,2,,,,
4201,2,,2017-10-05T17:37:32.247,1,,9161,,,2017-10-05T17:37:32.247,,,,2,,4199,,
4202,1,4208,2017-10-05T17:50:35.883,4,1346,1671,1671,2017-10-06T16:35:50.973,2017-10-06T16:35:50.973,How much memory does the Deepstack poker program require?,"game-ai,poker,deepstack",1,0,1,,,
4203,5,,2017-10-05T17:51:09.240,0,,1671,1671,2017-10-05T17:51:09.240,2017-10-05T17:51:09.240,,,,0,,,,
4204,4,,2017-10-05T17:51:09.240,0,,1671,1671,2017-10-05T17:51:09.240,2017-10-05T17:51:09.240,,,,0,,,,
4205,5,,2017-10-05T17:51:59.243,0,,1671,1671,2017-10-05T17:51:59.243,2017-10-05T17:51:59.243,,,,0,,,,
4206,4,,2017-10-05T17:51:59.243,0,,1671,1671,2017-10-05T17:51:59.243,2017-10-05T17:51:59.243,,,,0,,,,
4207,2,,2017-10-05T20:43:21.867,2,,1671,1671,2017-10-08T01:48:00.643,2017-10-08T01:48:00.643,,,,0,,4187,,
4208,2,,2017-10-05T21:56:21.400,8,,10026,,,2017-10-05T21:56:21.400,,,,1,,4202,,
4209,1,,2017-10-06T01:45:17.967,5,841,9708,2444,2019-06-26T12:32:03.750,2019-06-26T12:32:03.750,What is an appropriate fitness function for a simulated self-driving car?,"neural-networks,machine-learning,genetic-algorithms,autonomous-vehicles,fitness-functions",3,3,,,,
4210,2,,2017-10-06T06:46:12.517,2,,9647,,,2017-10-06T06:46:12.517,,,,0,,4113,,
4211,1,4214,2017-10-06T09:16:12.273,4,190,10030,10030,2017-10-06T09:35:38.543,2017-11-12T16:20:24.247,Finding an optimum back propagation algorithm,"machine-learning,backpropagation",1,1,,,,
4212,2,,2017-10-06T13:46:49.893,2,,9506,9506,2017-10-11T19:18:51.997,2017-10-11T19:18:51.997,,,,2,,4200,,
4213,1,,2017-10-06T14:03:38.610,4,201,10032,10032,2017-10-06T18:47:22.060,2018-04-16T17:58:15.187,How does Ubers rating System algorithm work?,algorithm,1,4,2,,,
4214,2,,2017-10-06T14:42:03.267,5,,4631,,,2017-10-06T14:42:03.267,,,,3,,4211,,
4215,1,,2017-10-06T14:47:48.343,4,371,10033,,,2018-01-08T11:36:56.540,What is the best AI or Machine Learning SaaS application?,machine-learning,1,0,1,,,
4216,1,,2017-10-06T18:00:12.530,2,61,1671,1671,2017-10-06T18:46:13.040,2018-06-19T08:30:42.697,"Is the traditional meaning of ""strong AI"" outmoded?","strong-ai,terminology,history",1,0,1,,,
4217,1,,2017-10-07T00:55:47.947,1,54,2788,,,2017-10-07T17:06:30.263,Is there a technical name for image classification on amount instead of class?,"deep-learning,image-recognition",1,1,,,,
4218,1,4648,2017-10-07T04:57:03.580,3,93,10040,,,2018-08-20T19:21:13.893,Method for Multi-class/category?,"neural-networks,convolutional-neural-networks,classification",3,3,,,,
4219,1,4270,2017-10-07T09:54:51.200,6,2824,10046,2444,2019-06-29T22:26:35.007,2019-06-30T17:46:02.657,Is there any open source counterpart to the IBM Watson?,"natural-language-processing,watson,open-source",4,1,9,,,
4220,2,,2017-10-07T17:06:30.263,3,,10026,,,2017-10-07T17:06:30.263,,,,2,,4217,,
4221,2,,2017-10-07T23:21:31.150,2,,9647,,,2017-10-07T23:21:31.150,,,,0,,4117,,
4222,2,,2017-10-07T23:40:18.953,1,,9647,,,2017-10-07T23:40:18.953,,,,0,,3962,,
4223,1,,2017-10-08T04:58:09.930,3,784,10061,9210,2017-11-09T19:05:59.973,2017-11-09T19:05:59.973,how to recognise handwriting and convert into text?,pattern-recognition,1,3,,,,
4224,2,,2017-10-08T08:12:04.967,0,,9647,,,2017-10-08T08:12:04.967,,,,0,,4061,,
4228,2,,2017-10-08T18:19:42.823,2,,1796,2444,2019-06-30T17:46:02.657,2019-06-30T17:46:02.657,,,,0,,4219,,
4230,2,,2017-10-08T22:32:40.133,3,,1671,1671,2017-10-08T22:48:07.803,2017-10-08T22:48:07.803,,,,0,,4176,,
4231,2,,2017-10-08T22:45:39.803,2,,1671,,,2017-10-08T22:45:39.803,,,,0,,4176,,
4233,1,,2017-10-09T06:04:50.650,4,1708,10083,,,2017-12-24T07:47:56.887,How to train for own dataset really really fast while debugging,"deep-learning,convolutional-neural-networks,tensorflow",1,0,,,,
4234,1,4249,2017-10-09T08:51:00.787,2,106,6517,1671,2017-10-11T18:16:32.163,2017-10-11T18:16:32.163,How is creativity generated in a currently rule based neural network?,ai-design,1,1,1,,,
4236,1,4292,2017-10-09T13:13:35.987,-2,42,10092,2444,2019-04-16T22:38:27.297,2019-04-16T22:38:27.297,Over-exposure of certain items in content based recommendation engine,"natural-language-processing,word-embedding,recommender-system",1,2,,,,
4238,1,,2017-10-09T20:34:23.590,1,108,10101,,,2017-10-13T09:02:38.120,To what extent can artificially intelligent agents reliably predict trends in financial markets?,"research,multi-agent-systems,real-time",3,1,,,,
4239,2,,2017-10-09T21:49:27.463,2,,33,,,2017-10-09T21:49:27.463,,,,0,,4238,,
4240,2,,2017-10-10T03:14:49.640,3,,1671,,,2017-10-10T03:14:49.640,,,,0,,4238,,
4241,2,,2017-10-10T12:58:39.197,0,,8197,,,2017-10-10T12:58:39.197,,,,0,,3777,,
4243,2,,2017-10-10T13:12:44.097,2,,7550,,,2017-10-10T13:12:44.097,,,,1,,4223,,
4244,2,,2017-10-10T13:49:26.603,1,,7550,7550,2017-10-10T14:16:22.747,2017-10-10T14:16:22.747,,,,0,,3784,,
4245,1,,2017-10-10T16:33:45.657,3,267,10118,2444,2019-04-14T10:02:07.033,2019-04-19T22:53:19.563,What is the difference between encoders and auto-encoders?,"machine-learning,deep-learning,comparison,autoencoders",3,0,,,,
4247,1,,2017-10-11T00:55:26.993,2,672,9653,2444,2019-05-04T15:13:34.840,2019-06-03T16:02:20.533,What are the counterparts of non-linearities and dropout in fully convolutional networks?,"deep-learning,convolutional-neural-networks,activation-function,architecture,dropout",1,0,1,,,
4248,2,,2017-10-11T04:58:13.150,0,,9647,,,2017-10-11T04:58:13.150,,,,0,,4247,,
4249,2,,2017-10-11T11:38:46.880,2,,9647,,,2017-10-11T11:38:46.880,,,,1,,4234,,
4250,1,,2017-10-11T16:01:18.823,2,130,9664,7550,2017-10-12T06:42:08.630,2017-10-12T06:42:08.630,Wide & Deep Learning Explanation,"neural-networks,tensorflow",0,0,,,,
4251,1,,2017-10-11T20:11:41.450,4,2785,10143,1581,2018-11-01T17:49:26.643,2018-11-01T17:49:26.643,Automatic story generator,"ai-design,natural-language-processing",1,2,4,,,
4252,2,,2017-10-11T21:29:51.380,2,,1671,,,2017-10-11T21:29:51.380,,,,0,,4251,,
4253,2,,2017-10-12T08:05:51.527,2,,7550,7550,2017-10-12T08:18:30.067,2017-10-12T08:18:30.067,,,,0,,92,,
4256,2,,2017-10-12T20:36:32.803,1,,9608,,,2017-10-12T20:36:32.803,,,,1,,4245,,
4257,1,4262,2017-10-12T21:46:05.993,2,160,9648,,,2017-10-20T21:26:57.540,How will morality questions be settled in the domain on self-driving cars?,"ai-design,self-driving",4,7,1,,,
4261,2,,2017-10-13T08:56:19.797,1,,6269,6269,2017-10-13T09:02:38.120,2017-10-13T09:02:38.120,,,,0,,4238,,
4262,2,,2017-10-13T10:41:26.043,1,,10171,9647,2017-10-17T23:46:45.617,2017-10-17T23:46:45.617,,,,0,,4257,,
4264,2,,2017-10-13T12:33:09.867,3,,3335,3335,2019-08-27T07:55:19.170,2019-08-27T07:55:19.170,,,,0,,4161,,
4265,2,,2017-10-13T19:07:09.020,1,,9998,75,2017-10-13T22:53:44.617,2017-10-13T22:53:44.617,,,,0,,4257,,
4268,2,,2017-10-14T10:46:22.443,0,,7550,7550,2017-10-14T10:53:13.113,2017-10-14T10:53:13.113,,,,0,,3956,,
4269,2,,2017-10-14T12:29:00.610,1,,9647,9647,2017-12-18T11:41:04.877,2017-12-18T11:41:04.877,,,,0,,3860,,
4270,2,,2017-10-14T14:38:03.280,3,,7550,,,2017-10-14T14:38:03.280,,,,1,,4219,,
4271,1,,2017-10-14T16:25:09.157,3,132,10191,,,2018-06-01T23:20:55.497,Non-Convex Loss Function in Deep Learning Is a Big Deal?,deep-learning,1,0,,,,
4273,1,,2017-10-14T22:41:18.833,1,666,10195,,,2018-12-04T18:39:34.637,Writing a knowledge base (KB) in propositional logic and converting the KB into conjunctive normal form,logic,1,0,,,,
4274,2,,2017-10-15T03:19:55.693,2,,4398,,,2017-10-15T03:19:55.693,,,,0,,1525,,
4275,2,,2017-10-15T07:35:47.547,0,,10198,,,2017-10-15T07:35:47.547,,,,5,,4257,,
4276,2,,2017-10-15T08:48:13.653,1,,7550,7550,2017-10-15T09:07:59.047,2017-10-15T09:07:59.047,,,,0,,3106,,
4278,2,,2017-10-16T08:03:34.363,1,,9233,,,2017-10-16T08:03:34.363,,,,0,,3224,,
4279,1,4293,2017-10-16T10:29:30.813,7,131,4036,1671,2017-10-18T20:17:41.033,2017-10-18T20:17:41.033,Neural network design when amount of input neurons vary,recurrent-neural-networks,1,6,,,,
4280,1,,2017-10-16T12:33:16.407,1,35,10211,,,2017-10-16T12:33:16.407,Any software to guess idea flow (basic ideas/statements and their derivations) throughout text?,"natural-language-processing,text-summarization",0,0,1,,,
4281,2,,2017-10-16T15:18:47.693,2,,10215,,,2017-10-16T15:18:47.693,,,,2,,2405,,
4282,1,,2017-10-16T18:10:03.370,10,8963,10218,,,2019-01-18T19:58:23.217,Measuring Object size using Deep Neural Network,"machine-learning,deep-learning,computer-vision",3,2,3,,,
4283,1,4837,2017-10-16T20:28:28.607,6,2136,10221,,,2017-12-24T17:32:11.583,Does data skew matter in classification problem?,"neural-networks,classification",2,3,1,,,
4285,2,,2017-10-16T23:28:41.057,4,,9608,,,2017-10-16T23:28:41.057,,,,3,,4282,,
4286,1,,2017-10-17T08:46:36.187,1,172,10229,4398,2018-01-17T23:05:26.113,2018-03-19T04:39:24.377,Is Deep Learning the repeated application of Linear Regression?,"machine-learning,deep-learning,algorithm,linear-regression",2,3,,,,
4290,2,,2017-10-18T01:10:10.010,2,,6014,,,2017-10-18T01:10:10.010,,,,0,,4286,,
4291,1,,2017-10-18T03:16:20.737,1,600,10241,1671,2018-01-28T22:44:11.207,2018-01-28T22:44:11.207,Forecasting and predict using matlab Artificial Neural Network,"neural-networks,backpropagation,prediction,matlab,data-science",0,2,,,2018-06-04T20:51:48.023,
4292,2,,2017-10-18T09:48:21.243,0,,10092,,,2017-10-18T09:48:21.243,,,,0,,4236,,
4293,2,,2017-10-18T20:00:50.623,2,,9608,,,2017-10-18T20:00:50.623,,,,4,,4279,,
4294,1,,2017-10-19T05:11:43.337,4,220,10258,,,2017-10-19T09:05:02.993,Is accuracy of a machine learning algorithm independent of the features?,machine-learning,1,1,1,,,
4295,2,,2017-10-19T09:05:02.993,2,,4747,,,2017-10-19T09:05:02.993,,,,0,,4294,,
4296,1,4314,2017-10-19T10:47:53.943,1,190,10261,2444,2019-04-01T13:52:40.123,2019-04-01T13:53:32.710,"What is $I$ in the noise described in the paper ""Parameter Space Noise for Exploration""?","reinforcement-learning,notation",1,1,,,,
4297,1,4316,2017-10-19T12:39:44.217,1,211,9268,9268,2017-10-19T13:38:13.523,2017-10-20T21:29:03.757,Why do we need weights when training a perceptron as an OR gate?,"neural-networks,artificial-neuron",2,3,,,,
4298,1,,2017-10-19T14:03:09.607,6,558,10265,2444,2019-03-02T10:54:30.007,2019-03-02T10:54:30.007,"Why is the larger value, as opposed to the smaller one, chosen, in the hill climbing algorithm?","algorithm,search,hill-climbing",2,1,2,,,
4300,1,,2017-10-19T20:35:42.060,0,61,10271,,,2017-10-20T02:00:49.240,Getting input about the enviorment from a game emulator,genetic-algorithms,2,1,1,,2017-10-20T21:12:05.223,
4301,1,4302,2017-10-19T21:39:04.103,1,34,10273,2444,2019-05-27T22:04:33.227,2019-05-27T22:04:33.227,How can I benchmark an application of ant colony optimization?,"game-ai,applications,swarm-intelligence,ant-colony",1,0,,,,
4302,2,,2017-10-19T23:03:29.290,1,,9608,,,2017-10-19T23:03:29.290,,,,1,,4301,,
4303,2,,2017-10-19T23:13:54.017,1,,9608,,,2017-10-19T23:13:54.017,,,,0,,4300,,
4304,2,,2017-10-20T02:00:49.240,0,,6779,,,2017-10-20T02:00:49.240,,,,0,,4300,,
4305,2,,2017-10-20T02:11:25.050,0,,6779,,,2017-10-20T02:11:25.050,,,,0,,182,,
4306,2,,2017-10-20T09:55:01.750,3,,9268,,,2017-10-20T09:55:01.750,,,,0,,4298,,
4307,1,,2017-10-20T11:10:19.403,0,37,10279,16565,2019-04-04T20:38:06.403,2019-04-04T20:38:06.403,Recommendation system based on content type,"datasets,recommender-system",1,0,,,,
4308,2,,2017-10-20T11:51:21.233,3,,6014,6014,2017-10-20T13:51:30.637,2017-10-20T13:51:30.637,,,,0,,4307,,
4309,1,,2017-10-20T15:25:36.953,1,16,10282,,,2017-10-20T15:25:36.953,Crossing complex and non uniform genomes?,genetic-algorithms,0,0,1,,,
4313,2,,2017-10-20T21:00:51.073,1,,9647,,,2017-10-20T21:00:51.073,,,,0,,4297,,
4314,2,,2017-10-20T21:26:22.707,1,,9647,2444,2019-04-01T13:53:32.710,2019-04-01T13:53:32.710,,,,0,,4296,,
4315,2,,2017-10-20T21:26:57.540,1,,1671,,,2017-10-20T21:26:57.540,,,,0,,4257,,
4316,2,,2017-10-20T21:29:03.757,1,,9161,,,2017-10-20T21:29:03.757,,,,0,,4297,,
4317,2,,2017-10-20T21:49:20.470,1,,1657,,,2017-10-20T21:49:20.470,,,,2,,4282,,
